2026-04-25 16:09:22,LT1F,CW,7.001,,LU2FTI
2026-04-25 16:09:29,LU2FB,CW,7.001,,LU2FTI
2026-04-25 17:11:39,K8SD,FT8,14.074,,LU2FTI
2026-04-26 13:46:39,LU2SEW,SSB,7.011,,LU2FTI
2026-04-26 13:47:30,K1ABC,FT8,14.074,,LU2FTI
